Historical Prices - TA-35
From 31/05/2012 To 29/05/2017, Frequency: Daily

Date,Index Base Price,Index Opening Price,Closing Index Value,High,Low,Overall Market Cap(NIS thousands) * 
07/03/2017,1429.67,1430.78,1429.97,1435.63,1425.83,571886331
06/03/2017,1443.39,1440.81,1429.67,1441.67,1429.01,576540709
05/03/2017,1443.15,1442.40,1443.39,1444.62,1441.05,585153905
02/03/2017,1445.01,1447.86,1443.15,1447.86,1439.69,584513649
01/03/2017,1423.03,1427.35,1445.01,1445.01,1425.92,583967221
28/02/2017,1435.13,1431.40,1423.03,1432.13,1423.03,573612319
27/02/2017,1443.58,1443.13,1435.13,1445.21,1429.86,579714129
26/02/2017,1444.00,1444.01,1443.58,1444.93,1440.55,583288671
23/02/2017,1447.80,1444.86,1444.00,1447.97,1441.00,584392120
22/02/2017,1454.32,1453.00,1447.80,1455.31,1441.53,586966908
21/02/2017,1458.60,1459.67,1454.32,1460.85,1453.98,591456089
20/02/2017,1460.47,1462.47,1458.60,1462.69,1457.05,594135691
19/02/2017,1452.67,1456.51,1460.47,1461.72,1455.79,593978068
16/02/2017,1448.51,1457.96,1452.67,1458.34,1448.49,588008904
15/02/2017,1440.26,1449.05,1448.51,1449.51,1441.36,587493653
14/02/2017,1440.57,1438.56,1440.26,1441.11,1436.88,576634975
13/02/2017,1433.37,1433.00,1440.57,1441.89,1431.34,574917472
12/02/2017,1418.08,1431.22,1433.37,1436.66,1430.45,568076350
09/02/2017,1408.42,1412.22,1418.08,1420.18,1410.07,565579533
08/02/2017,1417.76,1416.35,1408.42,1418.29,1406.54,516308783
07/02/2017,1413.83,1411.79,1417.76,1418.99,1410.15,522347951
06/02/2017,1412.86,1415.46,1413.83,1416.23,1407.89,524370641
05/02/2017,1414.40,1419.53,1412.86,1420.56,1412.86,523136566
02/02/2017,1419.36,1413.93,1414.40,1416.40,1409.38,523841592
01/02/2017,1408.29,1415.99,1419.36,1422.95,1413.29,523408389
31/01/2017,1407.24,1404.18,1408.29,1410.58,1402.41,515074708
30/01/2017,1425.57,1423.91,1407.24,1423.91,1407.24,518706759
29/01/2017,1423.69,1428.72,1425.57,1428.86,1425.38,523808965
26/01/2017,1421.19,1426.68,1423.69,1429.35,1423.05,520784732
25/01/2017,1413.72,1419.00,1421.19,1423.99,1416.08,517773348
24/01/2017,1406.67,1409.48,1413.72,1415.20,1404.99,512601299
23/01/2017,1420.92,1414.47,1406.67,1417.09,1404.40,513627483
22/01/2017,1421.47,1421.42,1420.92,1423.73,1411.26,521420289
19/01/2017,1439.80,1441.17,1421.47,1442.77,1420.52,523483980
18/01/2017,1445.45,1448.25,1439.80,1448.72,1439.80,527584544
17/01/2017,1448.31,1447.12,1445.45,1452.38,1441.16,529176432
16/01/2017,1454.00,1449.96,1448.31,1450.75,1445.76,530717666
15/01/2017,1450.06,1452.60,1454.00,1456.09,1452.29,531821467
12/01/2017,1458.71,1451.17,1450.06,1453.85,1449.41,531342752
11/01/2017,1460.04,1460.95,1458.71,1461.66,1455.38,542259785
10/01/2017,1463.60,1463.56,1460.04,1466.06,1459.50,540896463
09/01/2017,1463.58,1466.28,1463.60,1466.84,1461.51,542845641
08/01/2017,1467.83,1466.38,1463.58,1467.73,1462.51,543448935
05/01/2017,1464.31,1465.72,1467.83,1471.08,1463.04,552047769
04/01/2017,1463.67,1464.38,1464.31,1467.81,1460.38,553707621
03/01/2017,1461.84,1465.77,1463.67,1466.30,1460.46,551405779
02/01/2017,1459.91,1461.41,1461.84,1464.54,1459.86,547111264
01/01/2017,1470.78,1461.66,1459.91,1463.53,1459.03,545595011
29/12/2016,1478.96,1468.44,1470.78,1472.82,1467.26,544306284
28/12/2016,1475.53,1477.25,1478.96,1490.23,1473.38,547826449
27/12/2016,1461.80,1462.33,1475.53,1476.27,1461.44,547659652
26/12/2016,1461.35,1461.43,1461.80,1461.96,1457.91,541896426
25/12/2016,1463.47,1465.28,1461.35,1465.30,1460.39,542173749
22/12/2016,1460.20,1459.84,1463.47,1463.47,1459.32,544815919
21/12/2016,1465.52,1465.22,1460.20,1469.45,1459.40,541069709
20/12/2016,1461.10,1458.13,1465.52,1468.19,1457.53,544235275
19/12/2016,1459.05,1457.66,1461.10,1461.21,1454.27,545766301
18/12/2016,1455.92,1458.15,1459.05,1461.07,1457.02,544969600
15/12/2016,1455.11,1451.52,1455.92,1456.30,1448.97,545279622
14/12/2016,1463.19,1462.72,1455.11,1462.72,1455.11,543650970
13/12/2016,1455.19,1458.60,1463.19,1464.88,1455.76,548084918
12/12/2016,1461.14,1460.64,1455.19,1461.09,1454.31,540851892
11/12/2016,1445.54,1455.97,1461.14,1463.08,1455.49,543679265
08/12/2016,1440.64,1441.31,1445.54,1447.81,1441.31,532083961
07/12/2016,1445.41,1451.90,1440.64,1454.34,1439.07,526766548
06/12/2016,1449.77,1447.95,1445.41,1450.68,1442.91,531090865
05/12/2016,1432.95,1434.91,1449.77,1452.23,1433.54,540530699
04/12/2016,1438.25,1433.95,1432.95,1434.98,1430.55,534551947
01/12/2016,1445.90,1442.17,1438.25,1447.85,1437.82,541557587
30/11/2016,1450.84,1450.96,1445.90,1452.49,1445.32,540308150
29/11/2016,1451.81,1449.85,1450.84,1455.27,1449.16,545483335
28/11/2016,1457.66,1457.20,1451.81,1457.46,1450.57,546428475
27/11/2016,1450.00,1455.23,1457.66,1460.66,1454.52,548123986
24/11/2016,1448.49,1451.79,1450.00,1453.56,1448.29,546083646
23/11/2016,1450.83,1448.42,1448.49,1451.86,1442.07,545222496
22/11/2016,1441.25,1446.56,1450.83,1452.41,1446.41,547618371
21/11/2016,1437.59,1439.12,1441.25,1442.31,1434.74,547364128
20/11/2016,1432.48,1435.84,1437.59,1438.95,1435.15,545041748
17/11/2016,1432.33,1433.99,1432.48,1436.03,1430.88,543442709
16/11/2016,1431.70,1432.05,1432.33,1434.26,1427.90,543899429
15/11/2016,1429.72,1435.44,1431.70,1436.48,1428.85,546853778
14/11/2016,1432.36,1438.46,1429.72,1440.98,1425.62,553266962
13/11/2016,1424.94,1431.10,1432.36,1433.56,1426.53,551405517
10/11/2016,1418.61,1437.11,1424.94,1439.24,1422.72,554244028
09/11/2016,1401.52,1372.66,1418.61,1422.33,1372.23,548438213
08/11/2016,1413.96,1410.37,1401.52,1412.99,1401.52,534929007
07/11/2016,1395.01,1411.94,1413.96,1415.59,1407.73,543580071
06/11/2016,1387.60,1378.64,1395.01,1396.62,1378.64,535931741
03/11/2016,1388.81,1383.53,1387.60,1399.85,1383.03,542426452
02/11/2016,1397.81,1394.77,1388.81,1394.90,1385.66,547082223
01/11/2016,1405.52,1409.50,1397.81,1410.62,1396.35,548661479
31/10/2016,1406.49,1410.56,1405.52,1413.46,1402.27,548208159
30/10/2016,1423.46,1411.63,1406.49,1413.07,1406.02,549761333
27/10/2016,1428.94,1422.20,1423.46,1430.79,1422.20,559144977
26/10/2016,1436.52,1432.75,1428.94,1432.96,1427.07,563163509
25/10/2016,1429.76,1436.46,1436.52,1442.04,1433.69,565353649
20/10/2016,1429.85,1429.85,1429.76,1431.04,1427.27,560228340
19/10/2016,1428.16,1428.78,1429.85,1430.50,1425.10,559700937
18/10/2016,1416.23,1414.77,1428.16,1428.16,1414.77,553757285
13/10/2016,1442.95,1429.16,1416.23,1429.16,1412.10,559746873
10/10/2016,1436.29,1438.06,1442.95,1444.45,1436.07,570989842
09/10/2016,1435.24,1432.77,1436.29,1436.29,1431.67,571458044
06/10/2016,1440.42,1443.31,1435.24,1443.31,1434.52,566964752
05/10/2016,1442.93,1432.34,1440.42,1442.38,1431.64,567806887
29/09/2016,1450.90,1451.93,1442.93,1454.63,1441.06,577473548
28/09/2016,1453.98,1454.34,1450.90,1458.41,1450.90,585430818
27/09/2016,1456.58,1462.02,1453.98,1463.44,1445.67,589098126
26/09/2016,1462.76,1459.12,1456.58,1461.21,1454.71,593136256
25/09/2016,1461.56,1465.24,1462.76,1467.53,1461.49,595012475
22/09/2016,1439.53,1453.08,1461.56,1461.56,1449.72,595982376
21/09/2016,1439.18,1441.55,1439.53,1445.10,1436.42,587158313
20/09/2016,1448.67,1446.54,1439.18,1448.94,1439.18,588133216
19/09/2016,1447.44,1452.59,1448.67,1455.07,1445.94,593919215
18/09/2016,1434.60,1437.34,1447.44,1447.44,1437.34,595020537
15/09/2016,1432.28,1429.65,1434.60,1437.82,1428.90,591685773
14/09/2016,1430.72,1434.39,1432.28,1435.71,1427.93,594150180
13/09/2016,1437.24,1443.96,1430.72,1444.60,1429.65,588273542
12/09/2016,1433.03,1427.91,1437.24,1437.24,1423.87,585329144
11/09/2016,1458.46,1439.09,1433.03,1439.66,1429.62,581665676
08/09/2016,1461.51,1464.79,1458.46,1466.03,1456.76,593440339
07/09/2016,1452.91,1453.87,1461.51,1461.83,1453.69,593412340
06/09/2016,1453.58,1453.65,1452.91,1457.89,1452.55,591999520
05/09/2016,1443.48,1447.17,1453.58,1453.58,1444.33,592086521
04/09/2016,1445.08,1446.14,1443.48,1447.33,1442.74,589046325
01/09/2016,1447.01,1447.57,1445.08,1452.07,1444.09,590471753
31/08/2016,1448.84,1448.10,1447.01,1452.20,1445.48,593329576
30/08/2016,1446.41,1448.06,1448.84,1450.45,1446.97,595292767
29/08/2016,1447.53,1447.78,1446.41,1449.74,1442.23,594149861
28/08/2016,1453.84,1450.14,1447.53,1453.03,1447.53,596069599
25/08/2016,1467.88,1445.12,1453.84,1454.17,1444.82,600037090
24/08/2016,1472.58,1471.53,1467.88,1472.69,1466.98,612809322
23/08/2016,1471.23,1472.12,1472.58,1475.58,1469.80,614272947
22/08/2016,1470.63,1469.25,1471.23,1475.70,1467.49,617593676
21/08/2016,1468.41,1469.15,1470.63,1470.63,1467.39,615151617
18/08/2016,1465.03,1468.23,1468.41,1470.05,1463.58,618378723
17/08/2016,1467.58,1469.24,1465.03,1472.09,1464.72,617778239
16/08/2016,1472.45,1471.83,1467.58,1472.42,1466.72,620683861
15/08/2016,1467.44,1473.52,1472.45,1475.37,1471.36,622525032
11/08/2016,1462.70,1471.52,1467.44,1471.52,1466.21,617952998
10/08/2016,1474.22,1475.23,1462.70,1487.11,1462.05,616327657
09/08/2016,1473.35,1473.67,1474.22,1476.85,1472.29,624511417
08/08/2016,1472.97,1474.57,1473.35,1480.01,1472.72,624120246
07/08/2016,1456.41,1465.28,1472.97,1472.97,1464.78,626007267
04/08/2016,1450.23,1451.59,1456.41,1459.09,1451.59,621654894
03/08/2016,1447.26,1447.99,1450.23,1450.68,1442.92,615759461
02/08/2016,1461.52,1461.04,1447.26,1461.87,1447.26,609415271
01/08/2016,1458.00,1462.95,1461.52,1467.22,1458.50,615545856
31/07/2016,1452.07,1454.00,1458.00,1458.70,1452.94,617416523
28/07/2016,1458.58,1462.86,1452.07,1463.57,1452.07,618087321
27/07/2016,1461.51,1463.23,1458.58,1465.64,1458.58,600038195
26/07/2016,1463.92,1464.96,1461.51,1466.78,1460.69,601181080
25/07/2016,1468.66,1469.60,1463.92,1473.36,1463.92,600915759
24/07/2016,1467.68,1465.21,1468.66,1472.25,1463.64,602924299
21/07/2016,1468.32,1469.55,1467.68,1472.26,1465.38,605562768
20/07/2016,1459.22,1460.43,1468.32,1468.32,1458.07,603011206
19/07/2016,1458.29,1457.35,1459.22,1459.96,1452.31,598903180
18/07/2016,1459.65,1462.92,1458.29,1468.67,1456.17,599982181
17/07/2016,1460.97,1462.28,1459.65,1463.18,1458.77,598549829
14/07/2016,1449.26,1453.87,1460.97,1462.08,1451.82,601113762
13/07/2016,1444.56,1448.34,1449.26,1451.50,1443.94,597744665
12/07/2016,1434.91,1434.73,1444.56,1447.33,1434.26,588305898
11/07/2016,1431.80,1438.13,1434.91,1440.15,1432.86,584024633
10/07/2016,1412.44,1428.23,1431.80,1433.12,1427.09,582457742
07/07/2016,1398.10,1404.28,1412.44,1412.44,1403.48,574802682
06/07/2016,1405.03,1403.61,1398.10,1408.64,1394.56,568610445
05/07/2016,1413.86,1411.18,1405.03,1412.75,1403.64,568736383
04/07/2016,1412.91,1415.37,1413.86,1417.61,1411.92,572344020
03/07/2016,1397.95,1412.41,1412.91,1415.53,1411.58,569875977
30/06/2016,1399.53,1399.24,1397.95,1402.00,1396.47,587253420
29/06/2016,1392.25,1397.14,1399.53,1399.53,1392.52,588980058
28/06/2016,1382.34,1390.14,1392.25,1395.33,1386.90,583798275
27/06/2016,1387.20,1391.66,1382.34,1399.50,1378.80,581975031
26/06/2016,1432.64,1390.79,1387.20,1395.22,1383.14,586799568
23/06/2016,1433.58,1436.56,1432.64,1441.24,1429.46,603333652
22/06/2016,1428.63,1429.46,1433.58,1433.93,1425.35,603940654
21/06/2016,1430.39,1430.91,1428.63,1438.31,1427.23,603325243
20/06/2016,1413.14,1425.19,1430.39,1434.42,1424.66,606399041
19/06/2016,1408.68,1413.34,1413.14,1417.68,1412.70,601876120
16/06/2016,1420.30,1403.25,1408.68,1412.27,1400.89,601116901
15/06/2016,1410.09,1419.95,1420.30,1426.88,1417.83,611111140
14/06/2016,1412.44,1410.12,1410.09,1414.36,1405.00,608615952
13/06/2016,1430.44,1412.65,1412.44,1413.07,1406.59,608546100
09/06/2016,1439.51,1433.16,1430.44,1437.55,1428.99,615446654
08/06/2016,1448.20,1447.18,1439.51,1448.58,1439.51,616602896
07/06/2016,1445.99,1451.58,1448.20,1454.70,1446.30,620052012
06/06/2016,1443.87,1444.78,1445.99,1446.97,1442.00,617292159
05/06/2016,1444.86,1442.20,1443.87,1447.00,1441.65,615425476
02/06/2016,1440.45,1438.24,1444.86,1447.11,1437.69,615264545
01/06/2016,1444.34,1444.02,1440.45,1445.12,1435.94,607259284
31/05/2016,1447.46,1450.56,1444.34,1450.56,1441.64,605206986
30/05/2016,1435.15,1435.95,1447.46,1448.66,1433.90,605820656
29/05/2016,1430.50,1435.42,1435.15,1439.02,1433.85,602605590
26/05/2016,1440.69,1428.58,1430.50,1433.37,1423.54,597858460
25/05/2016,1428.24,1436.03,1440.69,1440.71,1430.70,603845947
24/05/2016,1413.94,1409.37,1428.24,1428.24,1406.90,600156454
23/05/2016,1407.97,1408.40,1413.94,1415.44,1398.54,596427975
22/05/2016,1398.45,1408.76,1407.97,1410.18,1405.39,595053981
19/05/2016,1410.36,1406.50,1398.45,1408.73,1398.45,589066051
18/05/2016,1399.73,1396.44,1410.36,1410.36,1394.54,592954009
17/05/2016,1400.69,1407.94,1399.73,1408.06,1394.52,583428540
16/05/2016,1401.56,1403.82,1400.69,1404.32,1394.64,577316874
15/05/2016,1420.90,1405.10,1401.56,1407.49,1399.02,579244258
10/05/2016,1410.14,1413.56,1420.90,1422.81,1413.04,594151099
09/05/2016,1405.91,1411.11,1410.14,1417.98,1404.26,590095863
08/05/2016,1410.84,1400.41,1405.91,1406.78,1399.74,581653413
05/05/2016,1406.31,1415.07,1410.84,1418.54,1406.24,596120378
04/05/2016,1414.62,1414.91,1406.31,1420.61,1402.66,596175885
03/05/2016,1427.11,1429.47,1414.62,1429.47,1411.55,597008099
02/05/2016,1413.84,1419.26,1427.11,1430.65,1413.67,597658955
01/05/2016,1438.66,1426.01,1413.84,1429.20,1413.07,594741843
27/04/2016,1463.89,1440.92,1438.66,1447.87,1436.53,614617141
26/04/2016,1484.28,1466.84,1463.89,1471.20,1460.04,622190695
25/04/2016,1496.56,1495.71,1484.28,1496.34,1484.01,642534311
24/04/2016,1496.41,1493.58,1496.56,1499.05,1492.91,644011119
21/04/2016,1498.60,1501.74,1496.41,1502.27,1494.16,645629923
20/04/2016,1502.66,1498.88,1498.60,1504.42,1497.02,643672068
19/04/2016,1492.85,1495.37,1502.66,1502.66,1493.85,644675342
18/04/2016,1489.18,1482.68,1492.85,1492.85,1476.45,636169287
17/04/2016,1474.23,1477.91,1489.18,1490.33,1476.98,646120892
14/04/2016,1467.11,1473.97,1474.23,1479.70,1466.22,643017585
13/04/2016,1448.30,1458.30,1467.11,1467.11,1455.98,637898403
12/04/2016,1451.95,1448.85,1448.30,1454.69,1446.76,633147154
11/04/2016,1437.10,1438.84,1451.95,1452.60,1433.59,639638902
10/04/2016,1443.50,1436.59,1437.10,1439.31,1435.75,636400963
07/04/2016,1443.92,1453.11,1443.50,1453.46,1442.11,643688892
06/04/2016,1439.41,1442.83,1443.92,1446.78,1437.71,639173508
05/04/2016,1451.98,1445.42,1439.41,1445.93,1434.92,631005322
04/04/2016,1448.95,1449.61,1451.98,1457.01,1449.29,636351076
03/04/2016,1450.39,1455.38,1448.95,1456.08,1446.95,632996586
31/03/2016,1462.52,1455.03,1450.39,1461.43,1449.74,628358556
30/03/2016,1463.90,1469.81,1462.52,1474.04,1462.52,635603790
29/03/2016,1475.03,1472.98,1463.90,1475.45,1460.13,634984626
28/03/2016,1474.98,1468.95,1475.03,1478.11,1468.95,640740860
27/03/2016,1485.90,1483.86,1474.98,1485.11,1474.42,642495971
23/03/2016,1488.35,1495.71,1485.90,1499.35,1484.53,647904970
22/03/2016,1485.32,1484.28,1488.35,1488.35,1477.77,646571892
21/03/2016,1485.03,1484.51,1485.32,1489.05,1482.87,644410261
20/03/2016,1483.21,1490.17,1485.03,1490.17,1485.03,644024599
17/03/2016,1488.76,1494.86,1483.21,1494.86,1480.26,645138772
16/03/2016,1483.36,1486.29,1488.76,1491.62,1483.06,659621493
15/03/2016,1487.74,1485.27,1483.36,1490.57,1482.21,658526379
14/03/2016,1487.65,1489.34,1487.74,1495.09,1484.06,669738292
13/03/2016,1478.61,1486.46,1487.65,1495.27,1485.96,671748565
10/03/2016,1466.47,1472.83,1478.61,1484.96,1469.79,667034303
09/03/2016,1460.48,1458.96,1466.47,1466.99,1457.44,653742600
08/03/2016,1457.48,1457.04,1460.48,1462.25,1451.00,649557061
07/03/2016,1458.86,1457.94,1457.48,1458.61,1453.07,646338270
06/03/2016,1449.75,1457.73,1458.86,1461.03,1457.59,646238707
03/03/2016,1447.89,1458.80,1449.75,1458.80,1447.82,643976538
02/03/2016,1442.54,1456.90,1447.89,1457.77,1442.97,642795162
01/03/2016,1437.93,1438.33,1442.54,1444.77,1437.59,639716438
29/02/2016,1441.03,1437.53,1437.93,1445.84,1433.77,643097591
28/02/2016,1427.09,1437.34,1441.03,1443.56,1436.81,648812636
25/02/2016,1420.76,1431.44,1427.09,1431.44,1421.28,643291353
24/02/2016,1430.23,1430.46,1420.76,1432.43,1417.45,638448695
23/02/2016,1436.32,1433.97,1430.23,1436.78,1429.43,647091595
22/02/2016,1422.20,1432.62,1436.32,1440.78,1430.89,646220291
21/02/2016,1418.22,1424.29,1422.20,1428.24,1418.98,640933758
18/02/2016,1429.96,1445.59,1418.22,1446.18,1416.85,646114507
17/02/2016,1405.61,1407.08,1429.96,1429.96,1403.70,649501591
16/02/2016,1407.27,1413.31,1405.61,1414.18,1401.57,635304973
15/02/2016,1397.61,1407.26,1407.27,1410.14,1406.13,634511630
14/02/2016,1383.34,1396.14,1397.61,1403.76,1392.89,627387557
11/02/2016,1422.49,1402.72,1383.34,1406.73,1383.34,620424168
10/02/2016,1417.90,1420.02,1422.49,1427.84,1411.39,656823912
09/02/2016,1420.83,1418.62,1417.90,1426.48,1403.21,652230891
08/02/2016,1437.89,1440.34,1420.83,1444.51,1420.72,655449948
07/02/2016,1454.56,1436.89,1437.89,1441.89,1431.70,666011090
04/02/2016,1448.10,1463.34,1454.56,1466.14,1441.52,677683378
03/02/2016,1457.40,1455.75,1448.10,1466.10,1446.92,670395168
02/02/2016,1470.56,1471.46,1457.40,1472.29,1455.72,686042943
01/02/2016,1475.85,1471.89,1470.56,1475.27,1463.66,687042461
31/01/2016,1452.17,1475.65,1475.85,1477.60,1469.96,691912960
28/01/2016,1447.85,1451.12,1452.17,1462.68,1449.07,675059084
27/01/2016,1455.80,1455.56,1447.85,1459.74,1447.30,691437255
26/01/2016,1452.93,1434.24,1455.80,1457.15,1432.36,693900725
25/01/2016,1463.94,1462.88,1452.93,1466.20,1449.61,693070552
24/01/2016,1439.99,1467.55,1463.94,1468.51,1462.70,696601048
21/01/2016,1433.58,1427.45,1439.99,1447.36,1427.45,682847007
20/01/2016,1464.16,1442.82,1433.58,1443.02,1432.06,675762310
19/01/2016,1456.30,1471.63,1464.16,1476.57,1458.47,690663005
18/01/2016,1448.75,1448.37,1456.30,1456.73,1440.98,683768593
17/01/2016,1454.40,1453.16,1448.75,1463.12,1443.65,680480281
14/01/2016,1497.78,1478.90,1454.40,1478.90,1445.50,679937374
13/01/2016,1502.60,1507.66,1497.78,1510.97,1496.79,701581823
12/01/2016,1492.80,1492.64,1502.60,1507.90,1491.65,700464658
11/01/2016,1487.15,1482.59,1492.80,1504.55,1480.56,692645285
10/01/2016,1493.97,1476.73,1487.15,1488.43,1475.40,694257936
07/01/2016,1523.41,1502.91,1493.97,1502.91,1488.56,701177236
06/01/2016,1531.42,1528.46,1523.41,1531.12,1513.39,715867902
05/01/2016,1524.10,1529.80,1531.42,1535.96,1524.85,714827823
04/01/2016,1540.90,1522.13,1524.10,1524.10,1515.41,711900536
03/01/2016,1528.74,1527.48,1540.90,1542.54,1526.22,717722605
31/12/2015,1527.96,1527.95,1528.74,1534.43,1525.76,711813952
30/12/2015,1534.59,1532.26,1527.96,1534.55,1526.47,716485827
29/12/2015,1524.67,1532.47,1534.59,1535.73,1530.90,717176468
28/12/2015,1533.85,1533.09,1524.67,1533.16,1523.20,710573918
27/12/2015,1517.44,1520.31,1533.85,1536.10,1518.59,717406673
24/12/2015,1498.00,1506.67,1517.44,1518.83,1503.12,713778168
23/12/2015,1488.48,1490.00,1498.00,1498.00,1484.06,706455341
22/12/2015,1498.94,1501.51,1488.48,1503.15,1487.47,702371874
21/12/2015,1495.67,1501.30,1498.94,1505.26,1495.01,705228344
20/12/2015,1519.08,1495.45,1495.67,1496.55,1486.96,701224566
17/12/2015,1501.65,1513.94,1519.08,1527.53,1513.94,710042277
16/12/2015,1509.86,1513.46,1501.65,1515.64,1499.95,703622613
15/12/2015,1487.36,1496.31,1509.86,1510.82,1492.47,707724344
14/12/2015,1494.50,1501.99,1487.36,1503.23,1484.78,697645959
13/12/2015,1533.22,1507.51,1494.50,1509.24,1492.48,597510832
10/12/2015,1544.41,1541.94,1533.22,1543.01,1530.68,609428782
09/12/2015,1542.38,1549.02,1544.41,1550.78,1539.52,614377276
08/12/2015,1555.73,1554.37,1542.38,1556.76,1537.04,613243500
07/12/2015,1567.40,1568.30,1555.73,1570.04,1554.96,614660848
06/12/2015,1561.17,1572.26,1567.40,1573.80,1564.20,601597729
03/12/2015,1575.40,1568.85,1561.17,1576.13,1559.55,596472653
02/12/2015,1572.90,1576.73,1575.40,1579.77,1573.00,602422833
01/12/2015,1560.50,1571.48,1572.90,1577.47,1569.43,603403503
30/11/2015,1562.95,1561.61,1560.50,1568.43,1556.85,589914648
29/11/2015,1561.49,1562.09,1562.95,1565.97,1559.25,597344776
26/11/2015,1560.23,1555.66,1561.49,1563.54,1555.66,598827749
25/11/2015,1562.28,1571.65,1560.23,1573.04,1559.64,596233524
24/11/2015,1573.68,1571.43,1562.28,1573.63,1557.53,592049031
23/11/2015,1576.14,1576.19,1573.68,1577.91,1568.34,599430426
22/11/2015,1573.66,1578.80,1576.14,1585.57,1574.94,596322516
19/11/2015,1569.26,1585.28,1573.66,1585.28,1572.23,595270680
18/11/2015,1558.50,1555.94,1569.26,1571.30,1552.23,590368116
17/11/2015,1545.42,1550.59,1558.50,1562.71,1548.02,587866176
16/11/2015,1517.36,1528.55,1545.42,1546.02,1527.88,582396830
15/11/2015,1557.49,1519.92,1517.36,1528.34,1515.93,571054624
12/11/2015,1574.12,1570.78,1557.49,1573.61,1557.49,589889460
11/11/2015,1564.71,1568.48,1574.12,1577.16,1568.48,596678652
10/11/2015,1562.15,1567.11,1564.71,1567.59,1558.78,593243570
