,date,value
708,2014-07-09,1400.52758443
707,2014-07-10,1393.40569047
706,2014-07-13,1408.04593015
705,2014-07-14,1414.39144808
704,2014-07-15,1419.07245763
703,2014-07-16,1422.75348937
702,2014-07-17,1412.40659645
701,2014-07-20,1407.41538772
700,2014-07-21,1406.45283347
699,2014-07-22,1414.84392156
698,2014-07-23,1416.3797082
697,2014-07-24,1419.18226095
696,2014-07-27,1416.90027409
695,2014-07-28,1414.5105077
694,2014-07-29,1417.00862136
693,2014-07-30,1419.61108401
692,2014-07-31,1402.0926693
691,2014-08-03,1399.6944094
690,2014-08-04,1397.0495528
689,2014-08-06,1384.41264418
688,2014-08-07,1378.16811615
687,2014-08-10,1369.47758173
686,2014-08-11,1374.7155956
685,2014-08-12,1374.38754157
684,2014-08-13,1373.56149722
683,2014-08-14,1378.92477332
682,2014-08-17,1382.85634571
681,2014-08-18,1386.05512762
680,2014-08-19,1393.86850894
679,2014-08-20,1394.91398485
678,2014-08-21,1404.13900526
677,2014-08-24,1394.05975255
676,2014-08-25,1404.40617836
675,2014-08-26,1403.37140014
674,2014-08-27,1418.46054178
673,2014-08-28,1411.60575741
672,2014-08-31,1410.1481599
671,2014-09-01,1415.18396143
670,2014-09-02,1419.59014277
669,2014-09-03,1418.12893369
668,2014-09-04,1424.32105027
667,2014-09-07,1429.27298016
666,2014-09-08,1424.89441983
665,2014-09-09,1422.73769688
664,2014-09-10,1413.1039778
663,2014-09-11,1415.15832028
662,2014-09-14,1414.31776314
661,2014-09-15,1409.70161939
660,2014-09-16,1419.35856324
659,2014-09-17,1426.36997551
658,2014-09-18,1434.08195961
657,2014-09-21,1438.41748246
656,2014-09-22,1435.53448579
655,2014-09-23,1432.6881542
654,2014-09-28,1446.37077894
653,2014-09-29,1449.38779414
652,2014-09-30,1448.13956223
651,2014-10-01,1443.02546448
650,2014-10-02,1450.45265535
649,2014-10-05,1467.63561554
648,2014-10-06,1462.53210802
647,2014-10-07,1460.58711677
646,2014-10-12,1428.53739071
645,2014-10-13,1435.67843563
644,2014-10-14,1413.70005246
643,2014-10-19,1420.87494476
642,2014-10-20,1431.72993772
641,2014-10-21,1439.95913102
640,2014-10-22,1453.10599734
639,2014-10-23,1463.08076202
638,2014-10-26,1463.73582435
637,2014-10-27,1463.3389711
636,2014-10-28,1469.1891531
635,2014-10-29,1463.15472257
634,2014-10-30,1467.0646593
633,2014-11-02,1483.65542077
632,2014-11-03,1493.59844591
631,2014-11-04,1491.73489905
630,2014-11-05,1499.00138523
629,2014-11-06,1493.03151087
628,2014-11-09,1491.18652708
627,2014-11-10,1491.3468887
626,2014-11-11,1491.23576334
625,2014-11-12,1491.70721392
624,2014-11-13,1496.18891107
623,2014-11-16,1487.63851716
622,2014-11-17,1495.8799006
621,2014-11-18,1501.01966061
620,2014-11-19,1502.85806066
619,2014-11-20,1499.65678726
618,2014-11-23,1495.39704342
617,2014-11-24,1490.7183553
616,2014-11-25,1490.06365311
615,2014-11-26,1509.86840316
614,2014-11-27,1518.71223228
613,2014-11-30,1520.88414559
612,2014-12-01,1520.42804671
611,2014-12-02,1523.96251767
610,2014-12-03,1533.70914526
609,2014-12-04,1537.02008911
608,2014-12-07,1541.91698762
607,2014-12-08,1535.81477042
606,2014-12-09,1517.40810718
605,2014-12-10,1519.23731611
604,2014-12-11,1523.2827946
603,2014-12-14,1500.87067459
602,2014-12-15,1504.45473817
601,2014-12-16,1497.44184168
600,2014-12-17,1497.47876675
599,2014-12-18,1526.32117747
598,2014-12-21,1549.64716821
597,2014-12-22,1538.62689859
596,2014-12-23,1531.29445427
595,2014-12-24,1527.47331584
594,2014-12-25,1523.7313492
593,2014-12-28,1524.62758158
592,2014-12-29,1518.16377603
591,2014-12-30,1508.0884245
590,2014-12-31,1516.44310082
589,2015-01-01,1514.38957868
588,2015-01-04,1509.44538408
587,2015-01-05,1505.72713904
586,2015-01-06,1504.74028991
585,2015-01-07,1522.34539551
584,2015-01-08,1541.93548639
583,2015-01-11,1531.50819876
582,2015-01-12,1534.29665011
581,2015-01-13,1548.04908993
580,2015-01-14,1526.61916534
579,2015-01-15,1527.0385383
578,2015-01-18,1528.38918653
577,2015-01-19,1518.70951246
576,2015-01-20,1532.40561144
575,2015-01-21,1530.09185214
574,2015-01-22,1533.39989011
573,2015-01-25,1550.34476001
572,2015-01-26,1554.8095455
571,2015-01-27,1539.84054537
570,2015-01-28,1535.97074649
569,2015-01-29,1518.52207152
568,2015-02-01,1517.14904988
567,2015-02-02,1519.70535928
566,2015-02-03,1524.60074941
565,2015-02-04,1523.02738634
564,2015-02-05,1528.99637336
563,2015-02-08,1533.90565478
562,2015-02-09,1527.29234251
561,2015-02-10,1527.5376469
560,2015-02-11,1530.95193767
559,2015-02-12,1528.11001916
558,2015-02-15,1529.55423821
557,2015-02-16,1531.17133377
556,2015-02-17,1534.89173824
555,2015-02-18,1535.23408536
554,2015-02-19,1536.82794333
553,2015-02-22,1545.52958243
552,2015-02-23,1560.24742255
551,2015-02-24,1567.11082172
550,2015-02-25,1565.63542661
549,2015-02-26,1577.37840096
548,2015-03-01,1593.10845205
547,2015-03-02,1593.28973685
546,2015-03-03,1584.61780439
545,2015-03-04,1587.6476602
544,2015-03-08,1598.6610994
543,2015-03-09,1600.34406898
542,2015-03-10,1598.9020921
541,2015-03-11,1620.69856044
540,2015-03-12,1634.62062564
539,2015-03-15,1628.94001335
538,2015-03-16,1641.0808638
537,2015-03-18,1659.98165125
536,2015-03-19,1677.12061905
535,2015-03-22,1696.16620652
534,2015-03-23,1687.40131921
533,2015-03-24,1671.91787083
532,2015-03-25,1670.69796628
