,date,value
390,2015-10-29,
389,2015-11-01,
388,2015-11-02,
387,2015-11-03,
386,2015-11-04,
385,2015-11-05,
384,2015-11-08,
383,2015-11-09,
382,2015-11-10,
381,2015-11-11,
380,2015-11-12,
379,2015-11-15,
378,2015-11-16,
377,2015-11-17,
376,2015-11-18,
375,2015-11-19,
374,2015-11-22,
373,2015-11-23,
372,2015-11-24,
371,2015-11-25,
370,2015-11-26,
369,2015-11-29,
368,2015-11-30,
367,2015-12-01,
366,2015-12-02,
365,2015-12-03,
364,2015-12-06,
363,2015-12-07,
362,2015-12-08,
361,2015-12-09,
360,2015-12-10,
359,2015-12-13,
358,2015-12-14,
357,2015-12-15,
356,2015-12-16,
355,2015-12-17,
354,2015-12-20,
353,2015-12-21,
352,2015-12-22,
351,2015-12-23,
350,2015-12-24,
349,2015-12-27,
348,2015-12-28,
347,2015-12-29,
346,2015-12-30,
345,2015-12-31,
344,2016-01-03,
343,2016-01-04,
342,2016-01-05,
341,2016-01-06,
340,2016-01-07,
339,2016-01-10,
338,2016-01-11,
337,2016-01-12,
336,2016-01-13,
335,2016-01-14,
334,2016-01-17,
333,2016-01-18,
332,2016-01-19,
331,2016-01-20,
330,2016-01-21,
329,2016-01-24,
328,2016-01-25,
327,2016-01-26,
326,2016-01-27,
325,2016-01-28,
324,2016-01-31,
323,2016-02-01,
322,2016-02-02,
321,2016-02-03,
320,2016-02-04,
319,2016-02-07,
318,2016-02-08,
317,2016-02-09,
316,2016-02-10,
315,2016-02-11,
314,2016-02-14,
313,2016-02-15,
312,2016-02-16,
311,2016-02-17,
310,2016-02-18,
309,2016-02-21,
308,2016-02-22,
307,2016-02-23,
306,2016-02-24,
305,2016-02-25,
304,2016-02-28,
303,2016-02-29,
302,2016-03-01,
301,2016-03-02,
300,2016-03-03,
299,2016-03-06,
298,2016-03-07,
297,2016-03-08,
296,2016-03-09,
295,2016-03-10,
294,2016-03-13,
293,2016-03-14,
292,2016-03-15,
291,2016-03-16,
290,2016-03-17,
289,2016-03-20,
288,2016-03-21,
287,2016-03-22,
286,2016-03-23,
285,2016-03-27,
284,2016-03-28,
283,2016-03-29,
282,2016-03-30,
281,2016-03-31,
280,2016-04-03,
279,2016-04-04,
278,2016-04-05,
277,2016-04-06,
276,2016-04-07,
